id,source,title,company,work_mode,contract_type,language_required
682b11701503fc941bb2,LinkedIn,Product Manager - Software Business Solutions & Alternative OS,Fairphone,on-site,contract,english
69a726489f13a449ac2a,Jobup,Product Owner (all) 80-100%,finnova AG Bankware,on-site,permanent,german
6a07240c75f9d4de1bb6,Indeed,Senior Agent Product Manager,Decagon,on-site,permanent,english
6a178affb29a5bc8218e,LinkedIn,"Product Manager – NFC Wallet, eSE & eUICC Solutions",NXP Semiconductors,on-site,permanent,english
6a23033ce7d503dc23ed,LinkedIn,Product Manager - H/F,Wifirst,on-site,permanent,french
6a28c6f33039bba3b3e1,LinkedIn,Lead Product Manager,Bpifrance,on-site,permanent,french
6a3d62dad334a8b99161,LinkedIn,Product Owner - Marketplace,Kingfisher plc,on-site,permanent,english
6b198f75f57030c8b39e,Indeed,Senior Product Manager - Digital Platforms,Atlas Copco Group,on-site,permanent,english
6b49e0017280ff7311b6,LinkedIn,Senior Product Manager,Lloyds Bank NL,on-site,permanent,english
6bc6a34935fc4f64e857,HeadHunter,Product manager,ОООГоренье БТ,on-site,permanent,russian
6bdec5268f7383b1b44a,HeadHunter,Product Owner (MLOps),Сбер. IT,on-site,permanent,russian
6cbb0ecd91be0a4d0c23,LinkedIn,Senior Product Manager (Japan),Agoda,on-site,permanent,english
6cde01d358ec53bb5ce3,LinkedIn,Payroll and Rewards Product Manager,Givaudan,on-site,permanent,english
6cfc5de35006feac230f,LinkedIn,Product Owner - Digital Business Platform (m/w/d),Ah&Oh GmbH,on-site,permanent,german
6d17b6aaf72010f8b56b,HeadHunter,Head of Product (POS-кредитование & BNPL),Сбер для экспертов,on-site,permanent,russian
6d3716b7aa2c561a9407,Indeed,Commercial Product Manager,INTERGAS,on-site,permanent,unknown
6d71de7106a24c681b97,HeadHunter,Product manager (Yota),"ПАОМегаФон, IT",on-site,permanent,russian
6dd0e041a74c691ddd02,LinkedIn,"Product Manager II, Attribution - Marketing Data Platform",Uber,on-site,permanent,english
6ddf18d3ed625a815852,Indeed,Product Manager/Product Owner - Digital Platform - API,Synapri,on-site,permanent,english
6f48f857d750a8b93a69,LinkedIn,"Product Manager, Publisher Payments (f/m/d)",Awin Global,on-site,permanent,english
6f9b08f7d2cb8cb3c322,LinkedIn,Refurbished Product Manager,MediaMarkt Turkey,on-site,permanent,english
6fbe8422593dbc682fa2,Jobup,Senior Product Owner,Novotec Engineering AG,on-site,unknown,unknown
6fc44a51f153c3b47c5a,Indeed,"Associate Product Manager, E-Commerce",Dyson,on-site,permanent,english
70069437f2cefa17352e,Greenhouse,"Staff Product Manager, Card",Brex,on-site,permanent,english
708d3100ce116f45cf0f,LinkedIn,IT Product Owner,Impala Terminals,on-site,permanent,english
70aac2e8c3d30d3bca1c,HeadHunter,Product Owner скорингового продукта лизинга / автолизинга,"Банк ВТБ (ПАО), Технологический блок",on-site,permanent,russian
70c8d7d7ae3ac35eb510,Greenhouse,"Staff Product Manager, Issuing",Stripe,on-site,permanent,english
7112a3b75a43126d3494,Indeed,"IT Product Owner / IT Projektleiter/-in, 80-100%, Zug",VZ VermögensZentrum,on-site,permanent,german
71cd7c4759183847d164,Indeed,Senior Product Manager - Decision Engine,Taktile,on-site,permanent,english
722fd09ae3b4b7622b9f,LinkedIn,Senior Product Manager (Open Banking),iyzico,on-site,permanent,unknown
72478a0129b85b84d428,LinkedIn,"Product Manager, Courier Delivery Experience",Wolt,on-site,permanent,english
72634ef53b32db91dd32,LinkedIn,Product Manager Software,Corsair,on-site,permanent,english
726e415850b3bcd9e613,HeadHunter,Менеджер продукта / Product Manager (Big Data),"Лента, федеральная розничная сеть, Работа в IT",on-site,contract,russian
726f8541d865a2628fa4,HeadHunter,Product Owner в команду «Ипотека»,ОООУниверсальная Электронная Платформа,on-site,permanent,russian
72f54734527b05df9f60,LinkedIn,Product Owner,Finform Ltd,on-site,permanent,multiple
730cc2a6e27765d81704,HeadHunter,Product manager,ANCOR,on-site,permanent,russian
736987d394f16170a89d,Indeed,Product Manager (f/m/d) - FinTech for Social Care,nan,on-site,permanent,english
738f5a801397f9322f76,LinkedIn,SAP BTP Product Owner (80-100%),FFI Advisory GmbH,on-site,permanent,german
7485157b658c69091273,Indeed,"Product Manager, AI Platform & Services",Hexion Inc.,on-site,permanent,english
74953ea888f31486a19f,Indeed,Consultant(e) Product Owner H/F - Nantes,MC2I,on-site,permanent,french
74e8679c3f051880b7a5,LinkedIn,Product Owner NGI,Royal Schiphol Group,on-site,permanent,unknown
752f213bb1ebdbcd4b12,LinkedIn,Product Owner - Identity and Access Management (IAM) (m/w/d),UNIQA Insurance Group,on-site,permanent,german
755881ad9a37345a6e91,Indeed,Product Owner & Business Analyst (w/m/d) Prozessautomatisierung,DekaBank Deutsche Girozentrale,on-site,permanent,german
756f3141201f6c369320,Greenhouse,"Staff Product Manager, Compliance UX",Stripe,on-site,permanent,english
75b2b9c5c3ae17dee76b,HeadHunter,"Product Owner (B2B, Эквайринг, AI-ассистент)",Сбер для экспертов,on-site,permanent,russian
75dfd7460accb55f15ee,Jobup,Product Owner Bildungs Applications (m/w/d),Rocken®,on-site,permanent,german
75f92e7b6a37cc6eedd7,LinkedIn,Head of Product - Central Europe,Global Payments Inc.,on-site,permanent,english
762f6f2abed7c5ab7b18,Indeed,Product Owner - Agentic,HAWK,on-site,permanent,english
763fdbc704de9f4e07d4,Indeed,Product Owner MEC « Information Voyageurs » F/H,Ile de France mobilités,on-site,permanent,french
76675b85f5e17bba810a,Greenhouse,"Senior Product Manager, Travel",Brex,on-site,permanent,english
768041a079d6dcbcdf9f,Greenhouse,"Product Manager, Cash Platform",Stripe,on-site,permanent,english
7713532e74d8068e901f,Indeed,Hosted Platform Product manager,Worldpay,on-site,permanent,english
778dc2217ca7e4a26ed2,Indeed,Technical Product Manager (m/w/d) Conversational AI / Cloud-Technologien,Commerz Direktservice GmbH,on-site,permanent,multiple
77c75ce33d6fc7528e65,Indeed,Head of Product,Taylor and Francis,on-site,permanent,english
77ea2052ed87cec2edce,Jobup,Product Owner - Cross Business Applications,Deloitte,on-site,unknown,unknown
780138735565353d26a2,Indeed,PRODUCT OWNER (H/F),SOLUTEC,on-site,permanent,french
78b357696d293be8237d,HeadHunter,Руководитель отдела контента / Head of Production,2MOOD,on-site,permanent,russian
7999268646bc70933c27,LinkedIn,BIP PRODUCT MANAGER,Turkcell,on-site,permanent,english
7a1efb8b34f599cc18e9,Greenhouse,"Product Manager, Strategy & Operations APAC",Stripe,on-site,permanent,english
7a525c9e2da3400faf83,LinkedIn,Head of Product (m/w/x),Bring! Labs,on-site,permanent,german
7a8d741cfd50a13b3a7e,Indeed,"Product Manager, Europe",Verra Mobility,on-site,permanent,english
7aabd50c58ee10e453dd,Jobup,Product Owner Security (w/m),Ärztekasse Genossenschaft,on-site,unknown,unknown
7ada306a670212bb2cdf,Greenhouse,"Lead Product Manager, Liquidity",Ripple,on-site,permanent,english
7af778032b17e9145970,LinkedIn,Product Owner Digital Workplace H/F,NEXTON,on-site,permanent,french
7bb09002de68290f13b5,LinkedIn,"Director of Product, Search",Booking.com,on-site,permanent,english
7c14eec8af36c242005f,LinkedIn,"Associate Product Manager, MK.IO",MediaKind,on-site,permanent,english
7c1878897c678e444980,Jobup,Senior Product Owner - Financial Software,Michael Page Switzerland,on-site,permanent,french
7c2269433cd96d8297cb,LinkedIn,Product Manager (London),Fresha,on-site,permanent,english
7c5b84e023ba11ff2174,LinkedIn,"Product Lead, Global Payroll",Rippling,on-site,permanent,english
7c5f1591e4b4cf759acc,HeadHunter,"Product Owner \ Директор по продукту (Amazon US, R&D)",MAREE,on-site,permanent,russian
7c816fc469734e1bee14,LinkedIn,Product Manager,Barrington James,on-site,permanent,english
7d1c5201ba6ece381953,LinkedIn,"Product Manager, Delivery Promise",Wolt,on-site,permanent,english
7d252a05550d26154a65,LinkedIn,"Jr. Product Manager – English Fluency
Customer Service",biletwise,on-site,permanent,english
7d32fc74ea16fd573a4b,HeadHunter,Client Product Lead,Рекламное агентство Starlink,on-site,permanent,russian
7d56909e763b5c37c651,LinkedIn,Product Manager,Moneybox,on-site,permanent,english
7dcf7525825f73c82e85,Jobup,Europe Windows Basic activities Product Owner,AXA Versicherungen AG,on-site,unknown,unknown
7e01e811c83a7f9921c3,Jobup,Senior Product Owner Digitale Eröffnungsprozesse (m/w/d),Zürcher Kantonalbank und ihre Tochtergesellschaften,on-site,permanent,german
7e15870c0ecce40b17fc,LinkedIn,Technical Product Manager - Treasury,Johnson & Johnson Innovative Medicine,on-site,permanent,english
7e8359e1f1e8fd5aa772,Indeed,Pilote Fonction Système TPMS direct / Product Owner SDV,Renault Group,on-site,permanent,french
7eacfed99d3c7acf7429,LinkedIn,"Sr. Product Manager, Core Platform",Jobgether,on-site,permanent,english
7f4e875d3b1120810d15,LinkedIn,Senior Product Manager Web3,Bitpanda LA,on-site,permanent,english
7f81b14c46b122c0c68c,Indeed,"Product Manager – NFC Wallet, eSE & eUICC Solutions",NXP Semiconductors,on-site,permanent,english
8042359e57143d416752,LinkedIn,Senior Product Manager,UpSlide,on-site,permanent,english
80654c9c7dd31cc87436,LinkedIn,Product Owner Security (w/m),Ärztekasse Genossenschaft,on-site,permanent,english
80a0861d8a70745f0132,HeadHunter,Technical Product Owner,DatsTeam,on-site,permanent,russian
80de772f1993c6297fa2,LinkedIn,Product Owner - IT,umake,on-site,permanent,french
81644959ed7f2dc0fd1a,LinkedIn,Data Product Owner F/H,CENISIS,on-site,permanent,french
82370e28812d965ba15b,Indeed,Product Owner / Business Analyst 80-100% (m/w/d),zvoove Group GmbH,on-site,permanent,german
82bb75fba7d906cb0034,Indeed,PRODUCT MANAGER SENIOR – PILOTAGE PRODUIT / LOGICIELS DE GESTION H/F,SYDEV,on-site,permanent,french
82e6066244c1eac45667,Indeed,Product Owner,Gemeente Amsterdam,on-site,permanent,unknown
833f9c6f00e7b7f41cc7,LinkedIn,Product Owner Security,BauWatch Nederland,on-site,permanent,english
83609d0d114a35b70d79,LinkedIn,Senior Product Manager,Velavit Türkiye,on-site,permanent,english
8374aba38a8802e44c9b,Indeed,Product Manager - Growth - 6 month contract,tails.com,on-site,contract,english
840a411c35aa97fbbb8d,LinkedIn,Head of Product - Consumer Growth and Experience,Experian,on-site,permanent,english
8503d73486b755922805,LinkedIn,Technical Product Owner Documedis Platform,HCI Solutions AG,on-site,permanent,multiple
8589205757837d706dd7,LinkedIn,Director of Product - Engagement and Retention,Kambi,on-site,permanent,english
862ded292f0df92bc409,HeadHunter,Senior Product Manager (Crypto Platform),Inwizo,on-site,permanent,russian
86497cded88d7c4acf89,LinkedIn,"Principal Product Manager, Canton Network Ecosystem",Digital Asset,on-site,permanent,english
8685ff176bf10c1eebd3,Ashby,Junior Business Development Manager,Arrakis Finance,on-site,permanent,english
86da28cad523e63583c2,LinkedIn,Group Product Manager [Klaxoon],Klaxoon by Wrike,on-site,permanent,english
8729377b938f63c8bcf1,HeadHunter,"Менеджер по препаратам / Продакт-менеджер / Product manager (фармацевтика, направление Rx, ОТС)",ЗАОКанонфарма продакшн,on-site,permanent,russian
87687ef5c2073d775918,Indeed,Senior Product Manager,Kuro Technology,on-site,permanent,english
87ad8ca4e3970e2b915d,Indeed,Product Manager – Automotive Marketplace,comparis Gruppe,on-site,permanent,german
87d132417956a544e99c,Indeed,Product manager H/F/X,Hager,on-site,permanent,french
87e3fd4f3034668fc25b,Workable,Senior Quality Assurance Engineer,Crypto Finance AG,on-site,unknown,unknown
8916febd9fc3be7ffbd8,HeadHunter,Senior Product Owner,ОООДиджитал Лайн,on-site,permanent,russian
8976ca9496728917cb6e,Indeed,Product Manager,Benetics AI,on-site,permanent,german
8a0032045008e0da895a,HeadHunter,Product Owner (Дивизион Авто),Сбер для экспертов,on-site,permanent,russian
8a60fde731133bc4e4a1,HeadHunter,Product Owner (Цифровые вывески),Сервис Плюс,on-site,permanent,russian
8a69f0f50f58eedfe564,LinkedIn,Digital Product Owner,C&C Consulting,on-site,permanent,english
8b09ab5387bf6d9a9738,HeadHunter,СЕО/Head of Product,Lofty.,on-site,permanent,russian
8bc9f394f17400a6f66a,Greenhouse,"Staff Product Manager, Growth",Brex,on-site,permanent,english
8d484e21f9dd75e6148f,Jobup,Product Owner - Portal and banking services,Swissquote Bank SA,on-site,permanent,french
8d5b8e0e089fef8f2348,Indeed,Product Owner,Klaverblad Verzekeringen,on-site,permanent,unknown
8d9065586311860ef62f,LinkedIn,Head of Product,Sentient Foundation,on-site,permanent,english
8df1d1f7e7d8f587e761,Ashby,Senior Quant Engineer,Arrakis Finance,on-site,permanent,english
8dfd7c5c55d8d119478d,LinkedIn,Head of Product & Propositions,Aviva,on-site,permanent,english
8e04bbbfc3093cbe3081,LinkedIn,"Product Owner Praktikant*in, Werkstudent*in",Emil Frey Digital AG,on-site,contract,multiple
8e22bea15e8180b90a01,HeadHunter,Technical Product Owner,Сбер. IT,on-site,permanent,russian
8e2de3e20e4d8768dffc,HeadHunter,Руководитель продуктового портфеля / Product Lead,Инвестиционно-консалтинговая Группа SRG,on-site,permanent,russian
8e3b89aeba5319e6c227,Indeed,Growth Product Manager,United Technologies Corporation,on-site,permanent,english
8e75266b690d07345432,LinkedIn,Product Manager,Pelico,on-site,permanent,english
8e8a2137174a866d2f19,LinkedIn,AI Product Manager,01Health,on-site,permanent,english
8ed9c6b736936f0d81b2,Lever,Go-to-Market Champion (GPU & AI),Impossible Cloud (ICN),on-site,permanent,english
8ee5ae9fa97b1846bc9e,Jobup,Digital Product Owner (m/w/d),Rocken®,on-site,unknown,unknown
8ef2404c649711121bc5,HeadHunter,Product manager,"Банк ВТБ (ПАО), Подразделения Поддержки и Контроля",on-site,permanent,russian
8f0a5a4b067cf64535b4,LinkedIn,Country Product Manager,ASUS,on-site,permanent,english
8fc0fbcb9b06adce247c,HeadHunter,Менеджер продукта / Product Manager (OTC / Crypto / FinTech),HR ME,on-site,permanent,russian
8fd876e58e8d781ae425,HeadHunter,КАМ Product Manager (поставщики),ОООДоксинбокс,on-site,permanent,russian
9001e1c03cde557a2f13,LinkedIn,Product Owner,netlogix GmbH & Co. KG,on-site,permanent,german
907f55fea5c9a4af0a2b,HeadHunter,Lead Product Owner (Offering),S7 Group,on-site,permanent,russian
90a99ffb9d1a1b7d74b1,Indeed,Product Owner Custom Solutions (m/w/d),Rolls-Royce,on-site,permanent,german
90c88196943e962cee71,LinkedIn,Senior Product Manager Kategorie-Expertise & Analytik,Emmi Group,on-site,permanent,german
91462b569103774586c0,LinkedIn,Product Owner Software,Prinzen BV,on-site,permanent,unknown
9160342d00a447a2a76a,LinkedIn,Dropshipping Product Owner,Biotekno,on-site,permanent,turkish
9214682a2e841b19fd38,LinkedIn,Product Owner (m/w/d),SoftProject,on-site,permanent,german
933e055fdb496c4bad89,LinkedIn,Proxy Product Owner/Chef de projet métier (h/f),Redsen,on-site,contract,french
93aacd9b44ff10db0293,LinkedIn,Product Owner (w/d/m) Volksbanken and Raiffeisenbanken,Instaffo,on-site,permanent,english
94421d40613db1dfdf3c,LinkedIn,Product Owner - Application Mobile (F/H),Crédit Agricole Technologies et Services,on-site,permanent,french
9461d1ee057a9553e0ad,Jobup,"Product Owner, Platform",Open Systems AG,on-site,permanent,german
94cb88da77d160df1d7f,LinkedIn,Product Manager,HM Revenue & Customs,on-site,permanent,english
95809b3f736a94688e1c,HeadHunter,Product owner,ФондБлаготворительный Фонд Онкологика,on-site,permanent,russian
95b1a51a3521aeae6b72,Indeed,Product Manager HPE,Ingram Micro,on-site,permanent,english
95bc82def732a2a8b421,LinkedIn,(Senior) Product Owner Digital Platforms eCommerce (m/f/d),MAM Baby,on-site,permanent,english
95c04ef740351657b735,Jobup,Product Manager 100% (F/N/H),Michael Page Switzerland,on-site,permanent,french
96f0054b12fb1e631439,LinkedIn,Product Owner Scrum - H/F,GRADeS Bourgogne-Franche-Comté,on-site,permanent,french
970247b8a1f7fcc9841c,LinkedIn,Senior Product Manager,Sanction Scanner,on-site,permanent,multiple
986aced85e52e685fc84,LinkedIn,Senior Product Manager,Efsora,on-site,permanent,english
98bf09cb164ad38f60fe,LinkedIn,Product Manager,OTS Globe,on-site,permanent,english
994165115fb10cd229dc,Indeed,Product Manager - Moving24,Skydreams,on-site,permanent,english
9949f0ef4cf4bfd2c9c0,Indeed,Product Manager - Key Components,"Super Micro Computer, Inc.",on-site,permanent,english
9953be64164892daf0b0,Indeed,Director of Product - Connectivity (m/f/d),Siemens,on-site,permanent,english
99556348eef7d09798c6,HeadHunter,Старший продакт-менеджер / Senior Product Manager (FinTech),ОООПромсельхозбанк,on-site,permanent,russian
99d040d918c6fcb0ee8c,Indeed,Head of Product - Paris - CDI,Orus,on-site,permanent,english
9a258d5afc672a7a0b33,Jobup,Product Lead Product Data Management,BRACK.CH AG,on-site,permanent,german
9a2e2bb017f88bc04d48,LinkedIn,Head of Product - Financial Services Core Products,bol,on-site,permanent,english
9a456ce4ddc558b6a8d1,Indeed,Senior Product Manager - Pricing,Depop,on-site,permanent,english
9aeca5efa44a906dded9,LinkedIn,Head of Product (m/f/x),Bring! Labs,on-site,permanent,multiple
9b31c5220ab9f4ede493,LinkedIn,Product Owner (H/F),OPEN,on-site,permanent,french
9b6a27e2ffcb08561e1d,Jobup,Software Product Owner (w/m/d) 80-100%,Schaerer AG,on-site,permanent,german
9cbd35bc5c8d76feb055,LinkedIn,Product Lead – Online Shops (Loyalty & Advocacy),Brack.Alltron,on-site,permanent,german
9d1b43b5a8f506dbfa3d,HeadHunter,Senior Product Owner ядра пользовательской аудитории,ОООЗвук,on-site,permanent,russian
9d56ba45d70bbc29e757,LinkedIn,Product Owner E-commerce,STATERA,on-site,permanent,french
9d8260bb17469b464be4,LinkedIn,Product Owner,"Solera Holdings, LLC.",on-site,permanent,english
9db5f6d61db782ab3061,Greenhouse,"Staff Product Manager, Support Experience",Stripe,on-site,permanent,english
9dfaf7718948d5435b9a,LinkedIn,"Senior Director of Product, Engagement",HelloFresh,on-site,permanent,english
9e05f6a4d44b88b3b715,Workable,Application Manager - Wallet Infrastructure,Crypto Finance AG,on-site,unknown,unknown
9e6bd82faaab1de6caa9,LinkedIn,"Consulting Manager, Principal DXP & Product Owner Consultant with German (m/w/d)",Merkle,on-site,permanent,german
9e9706f538260b691996,LinkedIn,Product Owner / App Manager m/w/d,prettyTELCO,on-site,permanent,german
9fa07e509da62c8a589f,Greenhouse,"Senior Product Manager, AI",Brex,on-site,permanent,english
9fa69f3727587813357e,Greenhouse,"Staff Product Manager, AI",Brex,on-site,permanent,english
a018ac3ed283526b9c47,LinkedIn,Product Owner Sénior H/F,NEXTON,on-site,permanent,french
a01e2eea77413089b70b,LinkedIn,Data Product Manager,Leadinfo,on-site,permanent,english
a0308c7e0b3c47ea99f2,Indeed,"Product Manager, Advanced Surgery France",Baxter,on-site,permanent,french
a0854982418240e1e564,Greenhouse,"Product Manager, Capital",Stripe,on-site,permanent,english
a0aae5d6cb6a24474409,HeadHunter,Менеджер по продукту (Product Manager),ОООПолки,on-site,permanent,russian
a120ce949727ea301b10,LinkedIn,Head of Product (m/w/d),Reneo,on-site,permanent,multiple
a148952be24ee2405928,LinkedIn,Senior Product Manager,The Insight Collective,on-site,contract,english
a16c7908f1cfc8efd1cd,Indeed,Senior Product Manager - Operations (m/f/d),Westwing Group SE,on-site,permanent,english
a17fc1c57190eac21f3f,LinkedIn,Senior Product Manager (Singapore based),Agoda,on-site,permanent,english
a1e106217aa0c077c275,Indeed,Product Manager ERP,Blue10,on-site,permanent,multiple
a1f35307afc45608d717,LinkedIn,Product Manager,Gearset,on-site,permanent,english
a2581ca37b803d03d313,Indeed,AI Product Manager – Wealth Management Focus,UBS,on-site,permanent,multiple
a334e7fd094c1639bace,LinkedIn,Product Manager,Grand Games,on-site,permanent,multiple
a38018badd42f60c0c38,Indeed,Product Owner,KWS Group,on-site,permanent,unknown
a3e9c3a45fdc6e5c6ff9,LinkedIn,Lead Product Manager - CDI Paris - Theodo Healthtech,Theodo,on-site,permanent,french
a4291560184e5386e7bd,Indeed,Head of Product (m/w/x),Bring! Labs AG,on-site,permanent,german
a515492339c5ea1ee430,LinkedIn,Product owner H/F,NEXTON,on-site,permanent,french
a55172d61d7ae463cc6a,Jobup,MCAD Product Owner,BOBST MEX SA,on-site,permanent,french
a55d10d0dd98e6ce91ac,LinkedIn,SENIOR AI PRODUCT MANAGER,Turkcell,on-site,permanent,turkish
a70622a9ba879e50551c,LinkedIn,Group Product Manager - Digital Asset Management,Bynder,on-site,permanent,english
a732d9992a7dc5f4f199,LinkedIn,Modern data Stack - Product Owner Data & IA - Snowflake,Devoteam,on-site,permanent,french
a74141b433ed841c11e2,LinkedIn,Product Owner,Nicomatic Explorer,on-site,permanent,french
a79379ad9efaba205e9b,LinkedIn,Product Owner,CIMSOLUTIONS,on-site,permanent,unknown
a7fa1108e780cff1b3af,Indeed,Data Product Manager F/H,Hubvisory,on-site,permanent,french
a905528bc495e1b95913,LinkedIn,Senior Agent Product Manager,Decagon,on-site,permanent,english
a92951c27051446bab2f,LinkedIn,Head of Product - Paris - CDI,Orus,on-site,permanent,english
a934dbb1dd82f9bb984c,Jobup,Product Owner,Swissquote Bank SA,on-site,permanent,french
a97232b9f23fa1d89538,Indeed,Lead Product Manager,Lansweeper,on-site,permanent,english
a97b926d51d5561c05d7,LinkedIn,Product Owner (Apps Background),PRACYVA,on-site,permanent,english
ab59e8a5a206c632f3fa,LinkedIn,Product Owner - Digital Platforms,Canon EMEA,on-site,permanent,english
aba702e4ab502dd7d7fd,Indeed,"Business Analyst / Product Owner – Liquid markets data platform, 80-100%",LGT Capital Partners,on-site,permanent,english
ac7b26f2fa9746b715b1,LinkedIn,Head of Product m/w/d,Instaffo,on-site,permanent,german
aca2f35dfb22d99acdfe,Indeed,Product Manager / Owner - Energies et Utilities H/F,MC2I,on-site,permanent,french
accc5bf821ec2f901adb,LinkedIn,"Director, Product Lead",BNY,on-site,permanent,english
acf726a3e34d81cda1db,LinkedIn,"Director of Product, Grow & Engage",N26,on-site,permanent,english
ad3158a2ee0e847ec3c6,LinkedIn,Director of Product,Swap,on-site,permanent,english
ad5b30a4543561a20541,Workable,Senior Data Engineer,WalletConnect Association,on-site,unknown,english
ad745a9b16bada41a16e,LinkedIn,"Director of Product, North",Cohere,on-site,permanent,english
add8e015f705fee3fcfd,Indeed,Product Owner,ELEXON,on-site,permanent,english
ade1df599371c191185e,Indeed,"Commercial Product Manager, Türkiye & ME",Nilfisk,on-site,permanent,english
ae44ac8bf8c03708e060,LinkedIn,"Lead Product Manager, B2C",GetYourGuide,on-site,permanent,english
ae46ff5f78665b97a1ec,LinkedIn,CDD - Head of Product e-commerce H/F - Petit Bateau,Petit Bateau,on-site,contract,french
aeb8db8858f6ecd70d97,Indeed,Product Owner IA H/F,Groupe ADSN,on-site,permanent,french
afe37889818096301268,Greenhouse,"Senior Product Manager, CX & AI Tooling",Coinbase,on-site,permanent,english
b016efab1221d9255c06,Lever,Founder's Associate Intern,Impossible Cloud (ICN),on-site,internship,english
b041fe52a0822c1c7a5e,Indeed,"Product Owner Praktikant*in, Werkstudent*in",Emil Frey,on-site,contract,multiple
b06c3bd6ea13cab8c75f,LinkedIn,Senior Product Owner (m/w/d),Rocken®,on-site,permanent,german
b075dc5000506876db02,LinkedIn,Product manager (32-40 uur),BarTrack,on-site,permanent,unknown
b0cc8e6ff0d63427c2a6,Indeed,Senior Product Manager (Kineto) New,JetBrains,on-site,unknown,english
b0de65e869df92aad129,HeadHunter,Product Owner сайта,ОООКомплектика,on-site,permanent,russian
b130bce5d4d111dcf4f7,LinkedIn,Senior Product Manager - Demand,Catawiki,on-site,permanent,english
b1320eb26c0666eb31fb,HeadHunter,Продакт-Менеджер / Бренд-менеджер Косметика / Product manager Beauty,ОООСофис,on-site,permanent,russian
b1a116c36def69f0781b,LinkedIn,Product Manager:in Connectivity (m/w/d),Rocken®,on-site,permanent,multiple
b1b4a340b96a6bcca31e,Indeed,Product Owner Digital Sênior,Schneider Electric,on-site,permanent,unknown
b1cb76833dd5a9c654dc,LinkedIn,Product Manager – US B2C Experience (m/f/d),Raisin,on-site,permanent,english
b1f2f7845babf612a386,Indeed,Commercial Product Manager EMEA (m/f/d),TE Connectivity,on-site,permanent,multiple
b22e9bb8cc506832e33b,Indeed,Head of Product e-commerce,Groupe Rocher,on-site,contract,french
b2602a0fd3da9ca17ec1,LinkedIn,Product Manager - Colour,DöhlerGroup,on-site,permanent,english
b2bad1d0d7e46049e4d2,LinkedIn,Product Manager (w/m/d),die Mobiliar,on-site,permanent,german
b33aaef810362faa6c57,Jobup,Product Owner - Cross Business Applications,Deloitte AG,on-site,permanent,unknown
b428f6d68f44deb1dd67,LinkedIn,"Product Manager, Europe",Verra Mobility,on-site,permanent,english
b480b755588f3f7a950c,LinkedIn,Product Manager,evoke,on-site,permanent,english
b4c78ab31b3031fc7ec4,LinkedIn,Product Manager,Eaton,on-site,permanent,english
b5054d862da0061be07a,Jobup,Product Owner Cloud Analytic Platform (h/f/x) - 80-100%,Vaudoise Assurances,on-site,permanent,french
b56e01ee897d31968272,HeadHunter,Product Owner (Владелец продукта АСУ ТП / ERP для АЗС),ОООКонсалтинг и СтратегИИ,on-site,permanent,russian
b5a8d7e98ce47a81171e,HeadHunter,Менеджер цифровых продуктов / IT Product Manager,ОООФармтек,on-site,permanent,russian
b5bae90baf999d0466dd,HeadHunter,Product Owner,АОНациональная система платежных карт,on-site,permanent,russian
b66d4043891bb5b4b436,Indeed,Technical Product Owner with a Focus on IT Project Management (m/w/d),Carrier,on-site,permanent,german
b6aa54c4f8d28ae1ed45,LinkedIn,"Head of Product, Business",InvestEngine,on-site,permanent,english
b6d33c65a45f670fcd50,LinkedIn,Senior Product Manager - UK Cards,Lendable,on-site,permanent,english
b6f71cc59f2d3d874b2b,Jobup,Product Owner Digital (m/w/d),Rocken®,on-site,unknown,german
b70d81a9632e4d53bab0,LinkedIn,Product Owner - Agentic,Hawk,on-site,permanent,english
b77c03cd1383542045a5,LinkedIn,Product Lead (Defence),Kainos,on-site,permanent,english
b796fdc6d18e2e643f85,Indeed,Product Owner HMI & User Experience (m/w/d),Grimme Landmaschinenfabrik GmbH & Co. KG,on-site,permanent,german
b83f854712f0e79028a4,LinkedIn,Senior Product Manager,Secfi,on-site,permanent,english
b83fa44c339c3015d660,LinkedIn,"Product Lead, Payment Infrastructure",Airwallex,on-site,permanent,english
b87ff3183974b7c7cbc5,LinkedIn,Senior Product Manager Web3,Bitpanda,on-site,permanent,english
b89b1fa7f0e3eb68c607,HeadHunter,Product Owner (e-com) / Менеджер ИТ продукта,Панда Гифтс,on-site,permanent,russian
b908d07215bee6e47c5a,HeadHunter,Администратор сайта/Product Owner интернет-магазина,Vittoria Vicci,on-site,permanent,russian
b92ed8779490fd51cc0c,Lever,Commercial High Potential Program (France),Impossible Cloud (ICN),on-site,permanent,english
b94a830240ba3101450f,HeadHunter,Product manager,ОООНТехЛаб,on-site,permanent,russian
b969b3c8c8dd79f30d5c,Indeed,Product Owner Endkunden‑App & Einzelraumregelung (w/m/d),Stiebel Eltron,on-site,permanent,german
b9ad8f4d8d05288f97d1,HeadHunter,Technical Product Lead (GenAI),ОТП Банк. IT,on-site,permanent,russian
ba09becafec3e4051069,HeadHunter,Head of Product/Product Lead (B&C),Связь.ON,on-site,permanent,russian
bac87f2d146e3d9fac96,Indeed,Senior Product Manager,Brevo,on-site,permanent,english
baf4a476d38528366812,Indeed,Power BI product manager à la Direction des systèmes d'information,CHUV,on-site,permanent,french
bb33f653bf080e837a98,Indeed,"Group Product Manager, Consumer Shopping",Google,on-site,permanent,english
